id,creator_id,action_id,owner_contact_id,description,due_date,decision_made,status,progress,gyr,urls,created_at,updated_at
1,,1,6.0,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,2021-12-10,0,open,0,green,,2021-11-26 12:09:56,2021-11-26 12:09:56
2,,1,6.0,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,2021-12-10,1,open,10,green,,2021-11-26 12:10:15,2021-11-26 12:10:15
6,,5,8.0,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,2021-11-29,1,open,50,green,,2021-11-29 05:49:32,2021-11-29 05:49:32
7,,6,7.0,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,2021-12-01,0,open,10,green,,2021-11-29 05:50:23,2021-11-29 05:50:23
10,,5,8.0,"This work continues to be worked on. I have been able to setup meetings with the appropriate people and we will report back as the information is developed. 

Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.",2021-12-10,1,open,65,green,,2021-11-30 04:40:37,2021-11-30 04:40:37
11,,5,8.0,"This work continues to be worked on. I have been able to setup meetings with the appropriate people and we will report back as the information is developed. 

Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.
\This work continues to be worked on. I have been able to setup meetings with the appropriate people and we will report back as the information is developed. 

Mos",2021-12-10,1,open,65,green,,2021-11-30 04:41:22,2021-11-30 04:41:22
12,,1,6.0,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,2021-12-10,0,open,30,green,,2021-11-30 04:51:22,2021-11-30 04:51:22
13,,8,12.0,"We have not been able to confirm the resource availability at the time we need them for this group. 

This will cause a schedule delay and a potential budget increase if more resources are required.",2021-12-21,0,open,5,green,,2021-11-30 04:52:41,2021-11-30 04:52:41
14,,9,13.0,unclear at this time,2021-12-23,1,open,20,green,,2021-12-01 11:41:10,2021-12-01 11:41:10
17,,1,6.0,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,2021-12-10,0,closed,30,green,,2021-12-14 14:42:07,2021-12-14 14:42:07
19,,6,7.0,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,2021-12-01,0,closed,10,green,,2021-12-14 14:42:07,2021-12-14 14:42:07
20,,10,15.0,reached,2022-01-13,0,open,0,green,,2022-01-12 07:08:52,2022-01-12 07:08:52
21,,11,23.0,Mitchel to investigate the reason why some events/locations would be defaulting to the text-only version of the DMS templates (reason could be the different size of graphics).,2022-01-19,0,open,0,green,,2022-01-13 04:35:40,2022-01-13 04:35:40
22,,12,25.0,Gavincko discussed with Mitchel and met with Oliver on 01-12 to discuss the best way to do this in QGIS. The method of attack seemed to be a function for calculating the distance from the new points to the closest old point.,2022-01-26,1,open,20,green,,2022-01-13 04:47:23,2022-01-13 04:47:23
23,,13,22.0,stuff big stuff,2022-01-13,0,open,0,green,,2022-01-13 12:52:00,2022-01-13 12:52:00
24,,14,27.0,try to do this with the system and see if the email goes ahead as planned,2022-01-28,0,open,20,green,,2022-01-14 07:05:46,2022-01-14 07:05:46
25,,15,28.0,we need to take steps!!,2022-02-01,1,closed,10,green,,2022-01-14 09:03:30,2022-01-14 09:03:30
26,,16,3.0,actions here,2022-02-23,0,open,0,green,,2022-01-14 09:04:25,2022-01-14 09:04:25
27,,17,28.0,take some money and do something,2022-01-26,1,open,5,green,,2022-01-14 09:05:20,2022-01-14 09:05:20
28,,18,28.0,we decided to not do this,2022-01-12,1,open,100,green,,2022-01-14 09:06:13,2022-01-14 09:06:13
29,,11,23.0,"After speaking with Mike, the 105x27 DMS formats (DMS 218 & 220) support colour coded TT messages - Need to confirm with Alex if this means the 105x27 graphics need to be added.",2022-01-19,0,open,0,green,,2022-01-14 12:20:46,2022-01-14 12:20:46
30,,11,23.0,Week of Jan 17-21: Mitchel to coordinate with Dom to complete testing and investigate the 105x27 graphic format colour decision.,2022-01-19,0,open,60,green,,2022-01-14 12:23:33,2022-01-14 12:23:33
31,,19,30.0,"Questions regarding the spreadsheet: which graphic is to be used (need a new image file?) and when the graphic applies (from the sheet, graphic is associated with the ""NO CNG"" cause).",2022-02-04,0,open,0,green,,2022-01-14 12:34:23,2022-01-14 12:34:23
32,,20,30.0,"New addition; cause-specific response plan (cause = ""special event"").",2022-02-04,0,open,0,green,,2022-01-14 12:36:28,2022-01-14 12:36:28
33,,21,30.0,"Questions regarding the graphic mentioned (""Keystone"" graphic?) and what the differences are between each of the entries (there are a number of entries in this sheet that all have Event Type = ""Road Conditions"" & Cause = ""Full"", but each with different message text.",2022-02-04,0,open,0,green,,2022-01-14 12:40:35,2022-01-14 12:40:35
34,,22,30.0,"New response plan to be added for Cause = ""Roadwork Uneven"".",2022-02-04,0,open,0,green,,2022-01-14 12:41:42,2022-01-14 12:41:42
35,,23,30.0,Spreadsheet outlines changes to the tunnel response DMS messaging; question is... has this been taken care of already with the current response - should we be waiting for Nate and Todd to review the existing response before message text is changed?,2022-02-04,0,open,0,green,,2022-01-14 12:43:24,2022-01-14 12:43:24
36,,24,30.0,Updates to Traffic Paces & Mobile Closure; Email/SMS/Twitter/API updates are noted in the spreadsheet,2022-02-04,0,open,0,green,,2022-01-14 12:44:40,2022-01-14 12:44:40
37,,25,32.0,Mitchel to follow up with the group in a few days to let them know that we need more time to investigate this issue (chris to take a look at the Azure AD auth process).,2022-01-24,0,open,0,green,,2022-01-14 12:57:24,2022-01-14 12:57:24
38,,13,22.0,stuff big stuff,2022-01-28,0,open,0,green,,2022-01-15 10:21:40,2022-01-15 10:21:40
39,,26,33.0,Hire someone,2022-01-31,0,open,0,green,,2022-01-15 10:51:36,2022-01-15 10:51:36
40,,27,33.0,Training needed,2022-01-31,0,open,0,green,,2022-01-15 10:53:44,2022-01-15 10:53:44
41,,28,33.0,get it done,2022-01-31,1,open,15,green,,2022-01-15 11:32:44,2022-01-15 11:32:44
42,,13,22.0,stuff big stuff,2022-01-28,0,closed,0,green,,2022-01-15 11:35:07,2022-01-15 11:35:07
43,,27,33.0,Training needed,2022-01-31,1,open,0,green,,2022-01-15 11:58:10,2022-01-15 11:58:10
44,,29,36.0,"Jan 9: ""Event ID: U220109025. I had US-52 EB closed at Sandusky Rd N. ""Sandusky Rd N"" is not available in any of the drop downs. Can we add it? It calls it CR 410 and I don't see that listed on the map"".",2022-01-10,1,open,0,green,,2022-01-17 09:40:01,2022-01-17 09:40:01
45,,29,36.0,Jan 10: Sandusky Rd N' is added to US-52 E refloc list,2022-01-10,1,closed,100,green,,2022-01-17 09:40:26,2022-01-17 09:40:26
46,,30,38.0,Release 6.17 Test Cases,2022-02-07,0,open,5,green,,2022-01-18 06:43:20,2022-01-18 06:43:20
47,,31,38.0,Release 6.17 User Acceptance Testing,2022-02-21,0,open,0,green,,2022-01-18 06:45:09,2022-01-18 06:45:09
48,,32,37.0,Release 6.17 Go-Live,2022-03-08,0,open,0,green,,2022-01-18 06:46:07,2022-01-18 06:46:07
49,,33,38.0,Send a memo of 6.17 Planned Changes to Michael Pack (requested to be CC'd on email) and to Jeff Beard.,2022-02-07,1,open,0,green,,2022-01-18 10:14:50,2022-01-18 10:14:50
50,,16,3.0,"Hi Steve, I completed my assigned action.",2022-02-23,0,closed,100,green,,2022-01-19 04:20:37,2022-01-19 04:20:37
53,,8,12.0,"We have not been able to confirm the resource availability at the time we need them for this group. 

This will cause a schedule delay and a potential budget increase if more resources are required.",2022-01-19,0,open,75,green,,2022-01-19 05:14:50,2022-01-19 05:14:50
54,,5,8.0,"This work continues to be worked on. I have been able to setup meetings with the appropriate people and we will report back as the information is developed. 

Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.
\This work continues to be worked on. I have been able to setup meetings with the appropriate people and we will report back as the information is developed. 

Mos",2022-01-16,1,open,65,green,,2022-01-19 05:15:22,2022-01-19 05:15:22
56,,11,23.0,Graphic restriction scenarios for I-270 & I-670 are sent to Dom to review. Due date has been extended to account for further testing with new template messaging.,2022-01-28,0,open,65,green,,2022-01-20 10:34:09,2022-01-20 10:34:09
57,,12,25.0,Meeting with Gavincko; Milemarker buffer has been created successfully (marker-replacement data set is created) - next step is to review the error spots.,2022-01-28,1,open,35,green,,2022-01-20 10:36:56,2022-01-20 10:36:56
58,,34,13.0,we need to meet and establish schedules for support staff to train on the new network,2022-01-21,0,open,10,green,,2022-01-23 04:16:08,2022-01-23 04:16:08
59,,35,1.0,"Take the concerns to the tech director for discussion and approval.
This was decided today in the meeting by Janice Wong. Given to her to proceed and set meeting and get approval.",2022-02-04,1,open,0,green,,2022-01-23 04:18:56,2022-01-23 04:18:56
60,,36,42.0,set meetings and confirm people will be available,2022-02-17,0,open,20,green,,2022-01-23 04:22:11,2022-01-23 04:22:11
64,,24,30.0,"Script; Service Plaza Response\6-16_Config_20211108-v3.SQL, 6.17 Response\SAE_Broadcast_Response_2022-01-24.sql -- Traffic Paces, Mobile Closure & Tunnel broadcast updates made in staging.",2022-02-04,1,open,95,green,,2022-01-24 13:39:55,2022-01-24 13:39:55
65,,39,30.0,Review with Nate/Todd to approve new changes to response messaging.,2022-02-04,1,open,0,green,,2022-01-24 13:40:43,2022-01-24 13:40:43
66,,39,30.0,Review with Nate/Todd to approve new changes to response messaging.,2022-02-04,1,open,20,green,,2022-01-24 13:41:07,2022-01-24 13:41:07
67,,9,13.0,this is an update,2022-01-28,1,open,60,green,,2022-01-25 13:50:15,2022-01-25 13:50:15
68,,25,32.0,"New plan of action discussed by Alex: Test John Mundy's account with the new CMM version that includes SAML authentication, rather than the current auth method.",2022-01-24,1,closed,100,green,,2022-01-26 07:23:16,2022-01-26 07:23:16
69,,40,32.0,"Test John Mundy's account with the new CMM version that includes SAML authentication, rather than the current auth method.",2022-02-25,1,open,0,green,,2022-01-26 07:25:05,2022-01-26 07:25:05
70,,41,52.0,"""The ramp from N SR-176 to W 14th is not configured.""",2022-02-11,1,open,0,green,,2022-01-30 12:54:14,2022-01-30 12:54:14
72,,43,52.0,"""Can we get the ramp from I-71 SB to I-90 WB added in?""",2022-02-11,1,open,0,green,,2022-01-30 12:56:57,2022-01-30 12:56:57
73,,44,52.0,"""The ramp from NB 71 to W 14th is also not configured.""",2022-02-11,1,open,0,green,,2022-01-30 12:59:55,2022-01-30 12:59:55
74,,21,30.0,General Event Response Config was needed to begin response.,2022-02-04,1,open,20,green,,2022-02-03 04:00:37,2022-02-03 04:00:37
75,,45,54.0,Contact vendor,2022-02-11,1,open,5,green,,2022-02-07 02:31:01,2022-02-07 02:31:01
79,,48,36.0,"""I-475/US-23 North"" at mile 192.2 (Event ID: U220211090)",2022-02-18,1,open,0,green,,2022-02-12 09:50:32,2022-02-12 09:50:32
80,,44,52.0,"""The ramp from NB 71 to W 14th is also not configured.""",2022-02-11,1,closed,100,green,,2022-02-12 09:51:51,2022-02-12 09:51:51
81,,43,52.0,Ramp update pushed to production on Friday Feb 11,2022-02-11,1,closed,100,green,,2022-02-12 09:52:29,2022-02-12 09:52:29
82,,41,52.0,Ramp update pushed to production on Friday Feb 11,2022-02-11,1,closed,100,green,,2022-02-12 09:52:39,2022-02-12 09:52:39
83,,24,30.0,Updates pushed to PTC Staging,2022-02-04,1,closed,100,green,,2022-02-12 09:56:48,2022-02-12 09:56:48
84,,23,30.0,Mitchel to send email to Nate & Todd RE: Tunnel Response Plans.,2022-02-04,0,open,75,green,,2022-02-12 09:58:06,2022-02-12 09:58:06
85,,22,30.0,"After monthly check-in meeting on Wednesday, this response was not discussed as a priority and therefore is removed from the list of PTC response items planned for 6.17.",2022-02-04,1,closed,0,green,,2022-02-12 10:04:22,2022-02-12 10:04:22
86,,21,30.0,"Nate to send Mitchel the latest response spreadsheet - Includes RC response messaging for 'IN', 'BI', and first DMS response.",2022-02-04,1,open,30,green,,2022-02-12 10:05:41,2022-02-12 10:05:41
87,,19,30.0,"""NO CNG"" cause (""No Natural Gas"") is left to be updated in SAE. Nate/Todd to send graphic to be used with this template. Step 1 is to create new templates and cause to be used in staging, then request image from Nate/Todd.",2022-02-04,1,open,15,green,,2022-02-12 10:09:24,2022-02-12 10:09:24
88,,19,30.0,"""NO CNG"" cause (""No Natural Gas"") is left to be updated in SAE. Nate/Todd to send graphic to be used with this template. Step 1 is to create new templates and cause to be used in staging, then request image from Nate/Todd.",2022-02-18,1,open,15,green,,2022-02-12 10:09:36,2022-02-12 10:09:36
89,,20,30.0,"New addition; cause-specific response plan (cause = ""special event"").",2022-02-18,0,open,0,green,,2022-02-12 10:09:42,2022-02-12 10:09:42
90,,21,30.0,"Nate to send Mitchel the latest response spreadsheet - Includes RC response messaging for 'IN', 'BI', and first DMS response.",2022-02-18,1,open,30,green,,2022-02-12 10:09:49,2022-02-12 10:09:49
91,,39,30.0,Review with Nate/Todd to approve new changes to response messaging.,2022-02-18,1,open,20,green,,2022-02-12 10:09:57,2022-02-12 10:09:57
92,,23,30.0,Mitchel to send email to Nate & Todd RE: Tunnel Response Plans.,2022-02-18,0,open,75,green,,2022-02-12 10:10:03,2022-02-12 10:10:03
93,,49,65.0,Deployment lead to define training programs for admins.,2022-02-23,0,open,10,green,,2022-02-15 13:55:19,2022-02-15 13:55:19
94,,50,67.0,Action Description,2022-03-01,1,open,75,green,,2022-02-28 03:59:44,2022-02-28 03:59:44
95,,51,66.0,Action 02,2022-02-23,1,open,20,green,,2022-02-28 03:59:59,2022-02-28 03:59:59
96,,52,68.0,ddtdtcrdt,2022-03-02,1,closed,25,green,,2022-02-28 06:04:33,2022-02-28 06:04:33
97,,36,42.0,set meetings and confirm people will be available,2022-02-28,0,open,20,green,,2022-02-28 11:13:29,2022-02-28 11:13:29
98,,35,1.0,"Take the concerns to the tech director for discussion and approval.
This was decided today in the meeting by Janice Wong. Given to her to proceed and set meeting and get approval.",2022-03-23,1,open,0,green,,2022-02-28 11:13:40,2022-02-28 11:13:40
99,,35,1.0,"Take the concerns to the tech director for discussion and approval.
This was decided today in the meeting by Janice Wong. Given to her to proceed and set meeting and get approval.",2022-03-23,1,open,90,green,,2022-02-28 11:14:25,2022-02-28 11:14:25
100,,14,27.0,try to do this with the system and see if the email goes ahead as planned,2022-01-28,0,open,35,green,,2022-02-28 11:14:35,2022-02-28 11:14:35
101,,14,27.0,try to do this with the system and see if the email goes ahead as planned,2022-02-24,0,open,35,green,,2022-02-28 11:14:46,2022-02-28 11:14:46
102,,34,13.0,we need to meet and establish schedules for support staff to train on the new network,2022-03-07,0,open,10,green,,2022-02-28 11:15:35,2022-02-28 11:15:35
103,,9,13.0,this is an update,2022-03-02,1,open,60,green,,2022-02-28 11:16:02,2022-02-28 11:16:02
112,,5,8.0,Most of what we are doing is to receive more training and information on our current situation while trying to apply the requirements of the project to the outcome.,2022-01-16,1,closed,65,green,,2022-02-28 11:29:48,2022-02-28 11:29:48
114,,8,12.0,"We have not been able to confirm the resource availability at the time we need them for this group. 

This will cause a schedule delay and a potential budget increase if more resources are required.",2022-02-26,0,open,75,green,,2022-02-28 11:31:38,2022-02-28 11:31:38
116,,56,43.0,write tech docs,2022-03-18,0,open,10,green,,2022-03-04 11:49:59,2022-03-04 11:49:59
119,,58,42.0,work on this to make sure there is something to be done,2022-03-17,0,open,10,green,,2022-03-04 12:26:00,2022-03-04 12:26:00
120,,56,43.0,write tech docs,2022-03-18,0,open,30,green,,2022-03-04 13:07:39,2022-03-04 13:07:39
122,,34,13.0,we need to meet and establish schedules for support staff to train on the new network,2022-03-10,0,open,20,green,,2022-03-05 08:11:58,2022-03-05 08:11:58
123,,58,42.0,work on this to make sure there is something to be done,2022-03-14,0,open,10,green,,2022-03-05 08:12:51,2022-03-05 08:12:51
124,,58,42.0,we continue to work through this,2022-03-14,0,open,30,green,,2022-03-05 08:13:13,2022-03-05 08:13:13
129,,60,5.0,need to review laest standards for tech document inclusion,2022-03-15,0,open,10,green,,2022-03-05 09:32:48,2022-03-05 09:32:48
130,,61,76.0,Develop installation documentation,2022-03-25,0,open,10,green,,2022-03-06 10:05:14,2022-03-06 10:05:14
133,,62,,discussed blah and action is to do x,2022-03-18,0,open,5,green,,2022-03-07 10:03:16,2022-03-07 10:03:16
134,,63,76.0,different,2022-03-21,0,open,0,green,,2022-03-07 10:05:01,2022-03-07 10:05:01
136,,61,76.0,still working on it,2022-03-14,0,open,30,green,,2022-03-09 11:55:41,2022-03-09 11:55:41
138,,11,23.0,Graphic restriction scenarios for I-270 & I-670 are sent to Dom to review. Due date has been extended to account for further testing with new template messaging.,2022-01-28,0,closed,100,green,,2022-03-10 05:15:18,2022-03-10 05:15:18
139,,48,36.0,The '192' milepost is a result of wrong mileposts from another roadway (previous issue already fixed). These have been removed from prod db chainage on mon feb 14.,2022-02-18,1,closed,100,green,,2022-03-10 07:35:22,2022-03-10 07:35:22
140,,64,36.0,"""I need to post a closure on SR-501 between National Rd and Ritchie Rd in Auglaize Co for a crash. It's not recognizing the mile marker at National Road and not allowing me to post. The incident is at the 7 MM and it won't even let me do that. Same with trying to post it anywhere within that stretch.""",2022-03-25,0,open,0,green,,2022-03-10 07:45:15,2022-03-10 07:45:15
141,,8,12.0,"having some issues getting the meetings I need to continue, but will escalate with my boss",2022-03-09,0,open,75,green,,2022-03-10 10:12:36,2022-03-10 10:12:36
143,,65,,xxxxxxxxxxxxxxxx,2022-03-25,0,open,0,green,,2022-03-11 05:29:49,2022-03-11 05:29:49
145,,67,103.0,xxxxxxxxxxx,2022-05-31,0,open,0,green,,2022-03-12 13:04:27,2022-03-12 13:04:27
146,,68,104.0,xxxxxxxxxx,2022-08-15,0,open,0,green,,2022-03-12 13:06:37,2022-03-12 13:06:37
147,,69,104.0,xxxxxxxxx,2022-08-15,0,open,0,green,,2022-03-12 13:07:56,2022-03-12 13:07:56
148,,70,104.0,xxxxx,2022-08-15,0,open,0,green,,2022-03-12 13:09:41,2022-03-12 13:09:41
149,,71,104.0,xxxxxxxx,2022-08-15,0,open,0,green,,2022-03-12 13:10:23,2022-03-12 13:10:23
150,,72,103.0,xxxxxxxxx,2022-08-15,0,open,0,green,,2022-03-12 13:11:06,2022-03-12 13:11:06
151,,72,103.0,Get it Done,2022-08-15,0,open,0,green,,2022-03-12 13:24:34,2022-03-12 13:24:34
152,,71,104.0,Get it Done,2022-08-15,0,open,0,green,,2022-03-12 13:24:51,2022-03-12 13:24:51
153,,70,104.0,Get it Done,2022-08-15,0,open,0,green,,2022-03-12 13:24:57,2022-03-12 13:24:57
154,,69,104.0,Get it Done,2022-08-15,0,open,0,green,,2022-03-12 13:25:03,2022-03-12 13:25:03
155,,67,103.0,Get it Done,2022-05-31,0,open,0,green,,2022-03-12 13:25:08,2022-03-12 13:25:08
156,,68,104.0,Get it Done,2022-08-15,0,open,0,green,,2022-03-12 13:25:13,2022-03-12 13:25:13
157,,73,107.0,need to redo the electric box,2022-03-16,0,open,0,green,,2022-03-13 13:49:21,2022-03-13 13:49:21
158,,74,108.0,add new light box,2022-03-18,0,open,0,green,,2022-03-13 13:51:13,2022-03-13 13:51:13
159,,61,111.0,changes to new owner,2022-03-14,0,open,30,green,,2022-03-14 04:34:13,2022-03-14 04:34:13
162,,71,,Get it Done,2022-08-15,0,open,0,green,,2022-03-14 04:41:23,2022-03-14 04:41:23
163,,71,,we are still going ok,2022-08-15,0,open,15,green,,2022-03-14 05:36:39,2022-03-14 05:36:39
164,,75,,issues with leaking water in the area mopping up is needed each day. will try to get permanent fix,2022-03-19,0,open,0,green,,2022-03-14 05:44:00,2022-03-14 05:44:00
165,,76,112.0,Test action,2022-03-23,0,open,20,green,,2022-03-14 05:52:50,2022-03-14 05:52:50
166,,76,112.0,Test action,2022-03-23,1,open,40,green,,2022-03-14 05:53:10,2022-03-14 05:53:10
167,,77,104.0,hhhhhhhhhhhhhhhhhhhh,2022-03-17,0,open,0,green,,2022-03-14 06:15:20,2022-03-14 06:15:20
168,,71,,ggggggggggggg,2022-03-24,0,open,70,green,,2022-03-14 06:16:11,2022-03-14 06:16:11
169,,77,104.0,hhhhhhhhhhhhhhhhhhhh,2022-03-17,0,closed,0,green,,2022-03-14 06:16:49,2022-03-14 06:16:49
170,,78,108.0,ssssssssssssssssssssssss,2022-03-18,0,open,15,green,,2022-03-14 06:38:14,2022-03-14 06:38:14
172,,69,114.0,xxxxxxxxxxxxxx,2022-08-15,0,open,10,green,,2022-03-14 07:15:20,2022-03-14 07:15:20
175,,80,115.0,"Get covid information to DCO to allow site access, schedule Arts HS site visit",2022-03-18,1,open,0,green,,2022-03-14 10:07:33,2022-03-14 10:07:33
176,,81,115.0,"Get quotes from contractors (Limbach, Binsky, McCloskey) for GWC work.",2022-04-01,0,open,25,green,,2022-03-14 10:12:04,2022-03-14 10:12:04
177,,80,115.0,"Get covid information to DCO to allow site access, schedule Arts HS site visit",2022-03-18,0,open,0,green,,2022-03-14 10:12:52,2022-03-14 10:12:52
178,,82,115.0,Need valve info from AME and then McCloskey can provide a quote for valve replacement work,2022-04-15,0,open,0,green,,2022-03-14 10:14:59,2022-03-14 10:14:59
179,,83,115.0,Need pricing breakout for UV and AHU work from ICC,2022-04-01,0,open,0,green,,2022-03-14 10:25:43,2022-03-14 10:25:43
180,,83,115.0,Need pricing breakout for UV and AHU work from ICC,2022-04-01,0,open,50,green,,2022-03-14 10:26:15,2022-03-14 10:26:15
184,,14,27.0,try to do this with the system and see if the email goes ahead as planned,2022-02-25,0,open,55,green,,2022-03-15 11:58:00,2022-03-15 11:58:00
185,,36,42.0,set meetings and confirm people will be available,2022-03-25,0,open,35,green,,2022-03-15 11:58:12,2022-03-15 11:58:12
187,,58,42.0,we continue to work through this,2022-04-08,0,open,30,green,,2022-03-15 11:58:36,2022-03-15 11:58:36
188,,34,13.0,we need to meet and establish schedules for support staff to train on the new network,2022-03-16,0,open,20,green,,2022-03-15 11:58:50,2022-03-15 11:58:50
189,,84,120.0,Login screen UX/UI,2022-03-17,0,open,0,green,,2022-03-16 00:52:21,2022-03-16 00:52:21
191,,85,127.0,redo the security documentation for web based app on amazon,2022-03-31,0,open,0,green,,2022-03-17 10:58:22,2022-03-17 10:58:22
192,,86,,document benefits for client,2022-03-28,0,open,0,green,,2022-03-17 10:59:52,2022-03-17 10:59:52
193,,85,127.0,we have the draft available,2022-03-31,0,open,25,green,,2022-03-17 11:00:22,2022-03-17 11:00:22
194,,87,127.0,ensure resource available when sprint 3 is going to be running. get approval from director.,2022-04-08,0,open,5,green,,2022-03-17 11:02:19,2022-03-17 11:02:19
195,,88,,agreed with client to reduce the scope of sprint 1 by leaving out web development. Agreed to by client today.,2022-03-17,1,open,100,green,,2022-03-17 11:05:03,2022-03-17 11:05:03
196,,88,,agreed with client to reduce the scope of sprint 1 by leaving out web development. Agreed to by client today.,2022-03-17,1,closed,100,green,,2022-03-17 11:05:15,2022-03-17 11:05:15
199,,91,130.0,Finalize Bylaw Amendments with Kate.,2022-05-31,0,open,90,green,,2022-03-18 09:22:14,2022-03-18 09:22:14
200,,92,128.0,Add statement of expenses and submit final draft of Jan 3 meeting minutes to board for review.,2022-02-25,1,closed,100,green,,2022-03-18 09:23:55,2022-03-18 09:23:55
201,,93,128.0,Create action items spreadsheet,2022-03-19,0,closed,100,green,,2022-03-18 09:25:08,2022-03-18 09:25:08
211,,103,129.0,To be finalized when bylaws finalized. Wording including “executive director” and “artistic director” to be changed to reflect titles in bylaws,2022-05-31,0,open,50,green,,2022-03-18 09:49:52,2022-03-18 09:49:52
212,,104,128.0,Add statement of expenses to Jan 3 meeting minutes and submit final draft for board review,2022-03-01,0,closed,100,green,,2022-03-18 09:51:18,2022-03-18 09:51:18
213,,105,128.0,To be completed in Traxidy. Email board members regarding process for review and completion of action items.,2022-03-25,0,open,90,green,,2022-03-18 09:52:36,2022-03-18 09:52:36
214,,106,132.0,Adjust legal invoice from Kate back to December 2021 as final Dec 31 to balance books.,2022-04-01,0,open,0,green,,2022-03-18 09:53:37,2022-03-18 09:53:37
215,,107,130.0,Finalize bylaws amendments for final draft submission to community members hopefully in the Spring,2022-05-31,0,open,90,green,,2022-03-18 09:54:47,2022-03-18 09:54:47
216,,108,132.0,Obtain quote for Lynx meadows and lynx point sign light repair. May need total replacement. Lights on lynx point sign appears illuminated but very dim.,2022-04-07,0,open,0,green,,2022-03-18 09:56:11,2022-03-18 09:56:11
217,,109,133.0,"Contractor h2o pro has done it historically, most recently quoted at $4500 flat charge plus service/ shop rates. James electric was a potential alternate contractor. Chris to find alternate bids. Back up generators are inside the building along with all specific info on the system. Carl would need to contact H2O pro to access lift station building.",2022-04-07,0,open,0,green,,2022-03-18 09:58:40,2022-03-18 09:58:40
218,,110,128.0,Create talking points/ agenda for meeting,2022-03-31,0,open,0,green,,2022-03-18 09:59:26,2022-03-18 09:59:26
219,,111,129.0,Schedule meeting,2022-04-04,0,closed,100,green,,2022-03-18 09:59:57,2022-03-18 09:59:57
220,,112,131.0,Attend meeting April 4 @ 1pm - 2pm at Tuscany Fire Station Board Room,2022-04-04,0,open,0,green,,2022-03-18 10:00:38,2022-03-18 10:00:38
221,,113,129.0,Attend meeting April 4 @ 1pm - 2pm at Tuscany Fire Station Board Room,2022-04-04,0,open,0,green,,2022-03-18 10:00:59,2022-03-18 10:00:59
222,,114,128.0,Attend meeting April 4 @ 1pm - 2pm at Tuscany Fire Station Board Room,2022-04-04,0,open,0,green,,2022-03-18 10:01:17,2022-03-18 10:01:17
223,,115,133.0,Obtain competitive bids for landscaping and snow removal. Looking at consolidating the greater region of blazer water treatment area/ watermark/ lynx. Paradise contract expires April 30/2022),2022-04-07,0,open,0,green,,2022-03-18 10:03:15,2022-03-18 10:03:15
224,,116,132.0,Obtain competitive quote for community property insurance pending appraisal,2022-04-30,0,open,0,green,,2022-03-18 10:04:07,2022-03-18 10:04:07
225,,117,129.0,"Current contract expires Sept 15/2022. Need to give 90 days notice, therefore need to confirm city takeover by June 15.",2022-06-15,0,open,0,green,,2022-03-18 10:05:17,2022-03-18 10:05:17
226,,118,,Develop Architectural Standards amendment re: solar panels. Review March 4 meeting minutes for details to be added.,2022-06-15,0,open,0,green,,2022-03-18 10:10:09,2022-03-18 10:10:09
227,,119,128.0,Send email re: pet clean up reminder for residents,2022-03-31,0,open,0,green,,2022-03-18 10:13:36,2022-03-18 10:13:36
228,,120,128.0,Potable water and fire suppression line in phase 2 broken and may need repair or maintenance to prevent corrosion or land damage. Blazer recently bought by Rockyview County.,2022-03-31,0,open,0,green,,2022-03-18 10:15:04,2022-03-18 10:15:04
229,,105,128.0,To be completed in Traxidy. Email board members regarding process for review and completion of action items.,2022-03-25,0,closed,100,green,,2022-03-18 10:21:29,2022-03-18 10:21:29
230,,118,135.0,Develop Architectural Standards amendment re: solar panels. Review March 4 meeting minutes for details to be added.,2022-06-15,0,open,0,green,,2022-03-18 10:26:30,2022-03-18 10:26:30
231,,121,145.0,need to reduce scope and re-plan sprint 1,2022-03-22,0,open,0,green,,2022-03-21 05:12:13,2022-03-21 05:12:13
232,,122,147.0,discuss with sponsor,2022-03-25,0,open,10,green,,2022-03-21 05:13:19,2022-03-21 05:13:19
233,,122,147.0,"setup meeting and have agreed to reduce, but need plan presented to sponsor",2022-03-25,1,open,80,green,,2022-03-21 05:14:04,2022-03-21 05:14:04
234,,123,144.0,plan development required and meet with developer,2022-03-30,0,open,50,green,,2022-03-21 05:15:35,2022-03-21 05:15:35
235,,122,147.0,meeting now in place,2022-03-25,1,open,90,green,,2022-03-21 05:16:05,2022-03-21 05:16:05
238,,61,111.0,changes to new owner,2022-04-02,0,open,45,green,,2022-03-21 10:55:58,2022-03-21 10:55:58
239,,62,,discussed blah and action is to do x,2022-03-23,0,open,25,green,,2022-03-21 10:56:16,2022-03-21 10:56:16
